,0,1,2,3,4
1447_1,-1.9244883011497271,-1.9560682218951666,-1.9668158813687437,-1.9461873834981125,-1.9577207780092174
1584_0,-1.960813055585081,-2.0757687423699513,-1.975941880962624,-1.9971010511212162,-1.9832809279105497
477_4,-1.8672431553168027,-1.8877721733243062,-1.887209857110302,-1.894016358853287,-1.8879969722107668
1390_0,-1.7347986952379686,-1.7499544120826216,-1.7367145134531417,-1.7419606346661318,-1.7393577683220727
1154_3,-0.677863638912198,-0.7099239875332326,-0.7067616283579305,-0.7160541289542356,-0.7705274183822164
1150_3,-0.14707007516231851,-0.12217117859257698,-0.12986804226753756,-0.691135848748065,-0.6933015091176734
1560_4,-0.42339379781516595,3.676649529871997,-0.44810093394338146,4.016236293108003,-0.4426258546594413
695_2,7.134415862725741,7.189491351874473,7.1573454633856235,3.993881086178081,7.152940210105449
575_1,-1.4479704917399612,-1.48163580069913,-1.4635801529837102,-1.483409225911418,-1.4503460822543004
1008_2,-1.8193392529256989,-1.86341574478658,-1.8414869819002468,-1.8537408006686862,-1.8382334658040622
1154_0,-0.8522637944462548,-0.9082932672360643,-0.7067616953839244,-0.8866758379989792,-0.7706880395274633
1151_3,-0.40632316680556796,-0.5309794179940251,-0.48608480917456987,-0.6830621171525043,-0.6700849454189908
103_3,0.21600212536592212,0.2009378960518997,-0.74795620387657,-0.378490143686886,0.24411247291427662
119_2,0.0,3.1878827088436004,2.848365252505886,3.170636752856524,-0.4088978882378265
696_4,8.493445073527203,8.499833943054506,0.0,8.074622024244638,0.0
1057_0,9.999999999980469,9.999999999609376,10.0,9.999999999999998,9.999999999980469
747_3,-0.9669416994461666,-1.0066900283571192,-0.987848048128577,-0.9735058691244501,-0.9969802512056004
508_2,-1.1432238343975603,-1.1528232242063152,-1.1562303383884185,-1.212937820437322,-1.1544519430181144
576_2,-1.5243546269491364,-1.5710136747149492,-1.527184988952497,-1.5787943394396515,-1.5414066057295788
1168_4,-1.6196506387885632,-1.6750694986588925,-1.6357860910384334,-1.6325712870110312,-1.6398787060412234
1166_4,-1.3253645566545686,-1.360359165469732,-1.3712509270328994,-1.376533383460925,-1.3526126797658093
1163_2,-1.0448056173273472,-1.08233977281131,-0.9554556058640805,-0.9426418699462461,-1.02324442500454
1560_0,3.78722065343674,3.6756145569224064,4.017807324473184,3.672466043032885,3.98805581706677
694_4,5.853135126911203,6.009682559377352,5.915347822141542,5.65643622236714,5.985014570219272
509_4,-1.050737760417476,-1.1143657785569685,-1.0730870307298908,-1.0560952557125574,-1.078985274346925
575_4,-1.4479704917556362,-1.4574103805917555,-1.4518825667268398,-1.472725118226489,-1.4788571024518007
368_0,-1.9796110247404481,-2.0228887540517637,-1.9987141335009828,-2.0029572230866663,-2.0140538090217137
1166_0,-1.3253645565324392,-1.3430362822951687,-1.3450710325515773,-1.3517727119162204,-1.3439979990563924
1163_4,-1.0443206165791894,-1.1173394825639709,-0.9576675695457413,-0.9426431059277665,-1.0178709874853735
558_4,1.2380436576856397,1.0230415287513588,1.1515093809713997,1.1504045614131213,-0.7326030168119028
193_1,4.681503147643647,0.0,4.822203284675854,-0.4297510541179408,-0.4362962089240669
661_3,-1.3012018977265227,-1.3103032336891924,-1.3176705611168884,-1.3338206593906272,-1.3148639216323905
945_3,-1.6913011390712913,-1.7476986121745266,-1.7134702881223118,-1.703737797113675,-1.7088441690256428
477_3,-1.8672431736198045,-1.891672114627287,-1.887536213579308,-1.9012961930432972,-1.8896251595246265
127_3,2.288835024996043,2.4220196664126346,2.1537352945544916,2.294575398892765,-0.40079671025478
1448_4,-1.8693970676268694,-1.8977505728212976,-1.872288799663655,-1.8967817680397052,-1.944410325905608
507_4,-1.2180057715815764,-1.219119619147117,-1.2189374214410709,-1.2219597524550003,-1.2496274853392142
577_3,-1.3733165645703342,-1.4128719361450788,-1.3801048494643327,-1.4070200697505413,-1.3921477509033766
813_2,-1.973642041438938,-2.0852157774812246,-1.9921344470238818,-2.005364899130109,-1.9857723164191388
1584_1,-1.9608130544167817,-2.0149329552954782,-1.9810873238132394,-1.9951609611464614,-1.9836060112949392
103_0,0.2072216550909195,-0.7096329183440984,-0.0006919152679576435,0.2765643652783879,0.19615394936340602
1421_1,-1.9636056103728246,-1.9698669506358712,-1.9684345563718921,-2.0023946246933746,-1.9707570020362306
557_0,-0.7205325444136604,1.6474358729647673,1.7895410143211123,-0.412190914690438,1.6327848757004786
944_2,-1.7570254925526845,-1.788588267184199,-1.763442280437956,-1.7736223893701315,-1.7961541348380479
1168_3,-1.6196506387885632,-1.6785343114352507,-1.6482673820229656,-1.6529338061530838,-1.6319103671162276
696_3,0.0,8.499833943054506,8.083242551324913,8.074568586744638,0.0
